Scientific name,Lat,Lng,Date,Id,Geoprivacy,Quality grade
???,-33.58460724,-70.36431994,2021-02-10,69366702,None,needs_id
???,-33.58452344,-70.36434978,2021-02-10,69366672,None,needs_id
???,-33.58444831,-70.36440142,2021-02-10,69366630,None,needs_id
???,-33.58451143,-70.36428843,2021-02-10,69366589,None,needs_id
???,-33.58433212,-70.36423713,2021-02-10,69365930,None,needs_id
???,-33.58445753,-70.36436655,2021-02-09,69305392,None,needs_id
???,-33.58410811,-70.3646512,2021-02-08,69277150,None,needs_id
???,-33.58160713,-70.40581238,2021-02-08,69255467,open,needs_id
???,-33.58498067,-70.36560539,2021-02-05,69218513,None,needs_id
???,-33.58417878,-70.36475446,2021-02-07,69210437,None,needs_id
???,-33.57993735,-70.36005188,2021-02-06,69209337,None,needs_id
???,-33.58403158,-70.36469009,2021-02-07,69202271,None,needs_id
???,-33.58403605,-70.36459889,2021-02-05,69101466,None,needs_id
???,-33.5842433,-70.36431961,2021-02-04,69054635,None,needs_id
???,-33.58447373,-70.36420695,2021-02-03,69020239,None,needs_id
???,-33.55264792,-70.39904169,2021-01-19,68408904,None,needs_id
???,-33.58138563,-70.39449848,2021-01-02,67455036,None,needs_id
???,-33.58152613,-70.39461885,2020-12-17,66731539,None,needs_id
???,-33.58130435,-70.39459068,2020-10-25,63579276,None,needs_id
???,-33.58130938,-70.39461382,2020-10-20,63124127,open,needs_id
???,-33.58130882,-70.39446462,2020-10-14,62564441,None,needs_id
???,-33.58218057,-70.39423127,2020-10-06,61959444,None,needs_id
???,-33.56032186,-70.35379529,2019-10-05,58059010,None,needs_id
???,-33.56772474,-70.39873356,2013-07-15,57251454,None,needs_id
???,-33.56772474,-70.39873356,2013-07-15,57251450,None,needs_id
???,-33.56772474,-70.39873356,2013-07-15,57251448,None,needs_id
???,-33.56772474,-70.39873356,2013-07-15,57251447,None,needs_id
???,-33.56772474,-70.39873356,2013-07-15,57251446,None,needs_id
???,-33.5705,-70.341333,2013-03-22,52433687,None,needs_id
???,-33.56534393,-70.39737641,2016-11-06,52171243,None,needs_id
???,-33.58047379,-70.39644194,2020-06-27,51128971,open,needs_id
???,-33.56340241,-70.39453933,2019-08-02,47661947,None,needs_id
???,-33.5655892,-70.39653178,2012-12-01,47583595,None,needs_id
???,-33.57178056,-70.40294722,2014-04-30,46977928,None,needs_id
???,-33.56333611,-70.39572778,2014-10-05,46974010,None,needs_id
???,-33.5633,-70.39584444,2014-10-05,46974006,None,needs_id
???,-33.56346111,-70.39588056,2014-10-05,46973859,None,needs_id
???,-33.57162824,-70.41214221,2011-12-10,41208793,None,needs_id
???,-33.5378489,-70.4029403,2016-12-12,40302095,None,needs_id
???,-33.53950451,-70.40194969,2016-12-11,37594043,None,needs_id
???,-33.58125639,-70.39446762,2019-12-29,37085116,None,needs_id
???,-33.5696689,-70.38143984,2019-08-31,35038235,None,needs_id
???,-33.56969237,-70.38231961,2019-08-31,35038233,None,needs_id
???,-33.57062206,-70.38279167,2019-08-31,35038232,None,needs_id
???,-33.57106903,-70.38208357,2019-08-31,35038229,None,needs_id
???,-33.57327125,-70.39909133,2019-01-07,32836513,None,needs_id
???,-33.57973233,-70.35645135,2019-04-29,24797820,None,needs_id
???,-33.58163981,-70.3612297,2019-04-29,24797618,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791259,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791258,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791255,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791254,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791253,None,needs_id
???,-33.57499877,-70.40186513,2012-04-20,24791252,None,needs_id
???,-33.57499877,-70.40186513,2012-04-21,24791250,None,needs_id
???,-33.587445,-70.36576167,2019-04-29,24294061,None,needs_id
???,-33.58717167,-70.36573833,2019-04-29,24294002,None,needs_id
???,-33.58719167,-70.36568333,2019-04-29,24293970,None,needs_id
???,-33.58719667,-70.36576167,2019-04-29,24293939,None,needs_id
???,-33.58714167,-70.36565333,2019-04-29,24293831,None,needs_id
???,-33.5872,-70.36573833,2019-04-29,24293332,None,needs_id
???,-33.57513046,-70.34592438,2019-04-29,24129674,None,needs_id
???,-33.58772659,-70.36546326,2019-04-29,24129195,None,needs_id
???,-33.58769989,-70.36579132,2019-04-29,24128824,None,needs_id
???,-33.5877037,-70.36556244,2019-04-29,24128782,None,needs_id
???,-33.5886546,-70.36627628,2019-04-29,24071680,None,needs_id
???,-33.58702667,-70.36573667,2019-04-29,24068379,None,needs_id
???,-33.58750667,-70.36559333,2019-04-29,24068237,None,needs_id
???,-33.58780667,-70.36557167,2019-04-29,24055701,None,needs_id
???,-33.58755167,-70.36564,2019-04-29,24055667,None,needs_id
???,-33.58804753,-70.36584737,2019-04-29,24034643,None,needs_id
???,-33.5876756,-70.36555887,2019-04-29,24034573,None,needs_id
???,-33.58731348,-70.36565386,2019-04-29,24034440,None,needs_id
???,-33.58697475,-70.3656143,2019-04-29,24034226,None,needs_id
???,-33.58813833,-70.36592833,2019-04-29,24015024,None,needs_id
???,-33.58772167,-70.36565333,2019-04-29,24014392,None,needs_id
???,-33.58750667,-70.36533,2019-04-29,24003610,None,needs_id
???,-33.58772333,-70.36558667,2019-04-29,24002376,None,needs_id
???,-33.58711333,-70.36561333,2019-04-29,23998695,None,needs_id
???,-33.58719334,-70.36564135,2019-04-29,23987157,None,needs_id
???,-33.58797924,-70.36571587,2019-04-29,23987116,None,needs_id
???,-33.58764689,-70.36555896,2019-04-29,23986757,None,needs_id
???,-33.58691189,-70.36571452,2019-04-29,23986337,None,needs_id
???,-33.58703409,-70.36560531,2019-04-29,23982321,None,needs_id
???,-33.58830533,-70.36618287,2019-04-29,23975233,None,needs_id
???,-33.55434333,-70.39799833,2014-08-31,19537016,None,needs_id
???,-33.57915636,-70.40607879,2018-09-04,16768978,None,needs_id
???,-33.55501824,-70.39444654,2014-08-27,16734676,None,needs_id
???,-33.52464152,-70.37237328,???,152371121,open,casual
???,-33.58098593,-70.36241155,???,145430953,open,casual
???,-33.58263976,-70.36497742,???,145430427,open,casual
???,-33.58412599,-70.36575358,???,145430363,open,casual
???,-33.57054431,-70.39811309,???,142113842,None,casual
???,-33.57785,-70.39375333,???,139876111,None,casual
???,-33.580925,-70.396125,???,139631498,None,casual
???,-33.54988636,-70.42067268,???,138769256,None,casual
???,-33.58184136,-70.39458063,???,137999026,None,casual
???,-33.5861585,-70.39706469,???,133068182,None,casual
???,-33.54893441,-70.39943106,???,127288642,None,casual
???,-33.58281322,-70.39061241,???,118066293,None,casual
???,-33.56040568,-70.38867943,???,100956295,open,casual
???,-33.56073312,-70.38960278,???,100817246,None,casual
???,-33.5800097,-70.38357016,???,75586811,None,casual
???,-33.5371749,-70.40405553,???,71925317,None,casual
???,-33.548242,-70.4004902,???,71923636,None,casual
???,-33.57919016,-70.3606708,???,69229418,None,casual
???,-33.5378489,-70.4029403,???,38919068,None,casual
???,-33.58840333,-70.36625,???,24293627,None,casual
???,-33.5885582,-70.36634064,???,24128720,None,casual
???,-33.58413073,-70.36386296,???,24071768,None,casual
???,-33.58407962,-70.36352634,???,24064347,None,casual
???,-33.57002167,-70.39887167,???,12243679,None,casual
???,-33.53733087,-70.41252322,???,6553943,None,casual
